Year,TableName,varName,varTitle
2024,drvc2024,SBASDEG,Number of students receiving a Bachelor's degree
2024,drvc2024,SDOCDEG,Number of students receiving a Doctor's degree
2024,drvc2024,SMASDEG,Number of students receiving a Master's degree
2024,drvef122024,FTE12MN,12-month full-time equivalent enrollment
2024,drvef122024,UNDUP,Total 12-month unduplicated headcount
2024,drvf2024,F1COREXP,"Core expenses, total dollars (GASB)"
2024,drvf2024,F1CORREV,"Core revenues, total dollars (GASB)"
2024,drvf2024,F2COREXP,"Core expenses, total dollars (FASB)"
2024,drvf2024,F2CORREV,"Core revenues, total dollars (FASB)"
2024,drvf2024,F3COREXP,"Core expenses, total dollars (for-profit institutons)"
2024,drvf2024,F3CORREV,"Core revenues, total dollars (for-profit institutions)"
2024,drvhr2024,SFTEINST,Instructional FTE
2024,drvhr2024,SFTETOTL,Total FTE staff
2024,eap2024,EAPFT,Full-time employees
2024,eap2024,EAPPT,Part-time employees
2024,eap2024,EAPTOT,Total employees
2024,eap2024,FACSTAT,Faculty and tenure status
2024,eap2024,OCCUPCAT,Occupation
2024,efia2024,FTEGD,"Reported full-time equivalent (FTE) graduate enrollment, 2023-24"
2024,efia2024,FTEUG,"Reported full-time equivalent (FTE) undergraduate enrollment, 2023-24"
2024,f2324_f1a,F1B01,"Tuition and fees, after deducting discounts and allowances"
2024,f2324_f1a,F1C011,Instruction - Current year total
2024,f2324_f1a,F1C021,Research - Current year total
2024,f2324_f1a,F1C051,Academic support - Current year total
2024,f2324_f1a,F1C061,Student services - Current year total
2024,f2324_f1a,F1C071,Institutional support - Current year total
2024,f2324_f2,F2D01,Tuition and fees - Total
2024,f2324_f2,F2E011,Instruction-Total amount
2024,f2324_f2,F2E021,Research-Total amount
2024,f2324_f2,F2E041,Academic support-Total amount
2024,f2324_f2,F2E051,Student service-Total amount
2024,f2324_f2,F2E061,Institutional support-Total amount
2024,f2324_f3,F3D01,Tuition and fees
2024,f2324_f3,F3E011,Instruction-Total amount
2024,f2324_f3,F3E02A1,Research-Total amount
2024,f2324_f3,F3E03A1,Academic support-Total amount
2024,f2324_f3,F3E03B1,Student service-Total amount
2024,f2324_f3,F3E03C1,Institutional support-Total amount
2024,flags2024,IDX_F,ID number of parent institution - Finance
2024,flags2024,PCF_F,Parent/child allocation factor - Finance
2024,flags2024,PRCH_F,Parent/child indicator - Finance
2024,hd2024,C21BASIC,Carnegie Classification 2021: Basic
2024,hd2024,CONTROL,Control of institution
2024,hd2024,F1SYSCOD,Identification number of multi-institution or multi-campus organization
2024,hd2024,F1SYSNAM,Name of multi-institution or multi-campus organization
2024,hd2024,F1SYSTYP,Multi-institution or multi-campus organization
2024,hd2024,ICLEVEL,Level of institution
2024,hd2024,INSTNM,Institution (entity) name
2024,hd2024,STABBR,State abbreviation
2024,s2024_is,FACSTAT,Faculty and tenure status
2024,s2024_nh,FACSTAT,Faculty and tenure status
2024,s2024_nh,OCCUPCAT,Occupation
2024,s2024_oc,OCCUPCAT,Occupation category
2024,s2024_sis,FACSTAT,Faculty and tenure status
