UNITID,Institution,City,State,Sector,Control,CohortYear,GRReportingYear,GR200ReportingYear,CohortType,AwardLevel,InitialCohort,Exclusions,AdjustedCohort,Completers100,Completers150,Completers200,TransferOut,GraduationRate100,GraduationRate150,GraduationRate200,TransferOutRate,PeerGroup,DisplayOrder,IsCaldwell,PeerGroupName
193353,Mount Saint Mary College,Newburgh,NY,"Private nonprofit, 4-year or above",Private nonprofit,2009,2015,2017,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,474,0,474,217,279,284,NA,45.78059071729958,58.86075949367089,59.91561181434599,NA,Peer Institution,9,FALSE,Caldwell University Graduation Rate Peer Group
193353,Mount Saint Mary College,Newburgh,NY,"Private nonprofit, 4-year or above",Private nonprofit,2010,2016,2018,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,444,1,443,187,238,239,NA,42.21218961625282,53.72460496613996,53.95033860045147,NA,Peer Institution,9,FALSE,Caldwell University Graduation Rate Peer Group
193353,Mount Saint Mary College,Newburgh,NY,"Private nonprofit, 4-year or above",Private nonprofit,2011,2017,2019,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,453,1,452,194,243,244,NA,42.92035398230089,53.76106194690266,53.98230088495575,NA,Peer Institution,9,FALSE,Caldwell University Graduation Rate Peer Group
193353,Mount Saint Mary College,Newburgh,NY,"Private nonprofit, 4-year or above",Private nonprofit,2012,2018,2020,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,441,1,440,197,249,252,NA,44.77272727272727,56.59090909090909,57.27272727272727,NA,Peer Institution,9,FALSE,Caldwell University Graduation Rate Peer Group
193353,Mount Saint Mary College,Newburgh,NY,"Private nonprofit, 4-year or above",Private nonprofit,2013,2019,2021,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,448,0,448,218,280,282,NA,48.660714285714285,62.5,62.94642857142857,NA,Peer Institution,9,FALSE,Caldwell University Graduation Rate Peer Group
193353,Mount Saint Mary College,Newburgh,NY,"Private nonprofit, 4-year or above",Private nonprofit,2014,2020,2022,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,411,1,410,199,248,250,NA,48.536585365853654,60.48780487804878,60.97560975609756,NA,Peer Institution,9,FALSE,Caldwell University Graduation Rate Peer Group
193353,Mount Saint Mary College,Newburgh,NY,"Private nonprofit, 4-year or above",Private nonprofit,2015,2021,2023,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,422,1,421,205,263,265,NA,48.69358669833729,62.47030878859857,62.94536817102138,NA,Peer Institution,9,FALSE,Caldwell University Graduation Rate Peer Group
193353,Mount Saint Mary College,Newburgh,NY,"Private nonprofit, 4-year or above",Private nonprofit,2016,2022,2024,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,384,0,384,184,235,235,NA,47.91666666666667,61.197916666666664,61.197916666666664,NA,Peer Institution,9,FALSE,Caldwell University Graduation Rate Peer Group
193353,Mount Saint Mary College,Newburgh,NY,"Private nonprofit, 4-year or above",Private nonprofit,2017,2023,NA,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,399,0,399,NA,262,NA,111,NA,65.6641604010025,NA,27.819548872180448,Peer Institution,9,FALSE,Caldwell University Graduation Rate Peer Group
193353,Mount Saint Mary College,Newburgh,NY,"Private nonprofit, 4-year or above",Private nonprofit,2018,2024,NA,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,388,0,388,NA,254,NA,NA,NA,65.4639175257732,NA,NA,Peer Institution,9,FALSE,Caldwell University Graduation Rate Peer Group
214272,Neumann University,Aston,PA,"Private nonprofit, 4-year or above",Private nonprofit,2009,2015,2017,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,519,0,519,189,258,264,111,36.41618497109826,49.71098265895954,50.86705202312138,21.38728323699422,Peer Institution,10,FALSE,Caldwell University Graduation Rate Peer Group
214272,Neumann University,Aston,PA,"Private nonprofit, 4-year or above",Private nonprofit,2010,2016,2018,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,547,0,547,166,293,301,NA,30.347349177330894,53.56489945155393,55.02742230347349,NA,Peer Institution,10,FALSE,Caldwell University Graduation Rate Peer Group
214272,Neumann University,Aston,PA,"Private nonprofit, 4-year or above",Private nonprofit,2011,2017,2019,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,573,1,572,217,324,330,NA,37.93706293706294,56.64335664335665,57.692307692307686,NA,Peer Institution,10,FALSE,Caldwell University Graduation Rate Peer Group
214272,Neumann University,Aston,PA,"Private nonprofit, 4-year or above",Private nonprofit,2012,2018,2020,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,574,0,574,185,269,272,NA,32.22996515679443,46.864111498257834,47.386759581881535,NA,Peer Institution,10,FALSE,Caldwell University Graduation Rate Peer Group
214272,Neumann University,Aston,PA,"Private nonprofit, 4-year or above",Private nonprofit,2013,2019,2021,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,500,0,500,179,259,262,NA,35.8,51.800000000000004,52.400000000000006,NA,Peer Institution,10,FALSE,Caldwell University Graduation Rate Peer Group
214272,Neumann University,Aston,PA,"Private nonprofit, 4-year or above",Private nonprofit,2014,2020,2022,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,415,0,415,127,211,212,NA,30.602409638554217,50.84337349397591,51.08433734939759,NA,Peer Institution,10,FALSE,Caldwell University Graduation Rate Peer Group
214272,Neumann University,Aston,PA,"Private nonprofit, 4-year or above",Private nonprofit,2015,2021,2023,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,401,1,400,137,197,202,NA,34.25,49.25,50.5,NA,Peer Institution,10,FALSE,Caldwell University Graduation Rate Peer Group
214272,Neumann University,Aston,PA,"Private nonprofit, 4-year or above",Private nonprofit,2016,2022,2024,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,375,0,375,116,203,207,NA,30.933333333333334,54.13333333333333,55.2,NA,Peer Institution,10,FALSE,Caldwell University Graduation Rate Peer Group
214272,Neumann University,Aston,PA,"Private nonprofit, 4-year or above",Private nonprofit,2017,2023,NA,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,360,0,360,NA,166,NA,NA,NA,46.111111111111114,NA,NA,Peer Institution,10,FALSE,Caldwell University Graduation Rate Peer Group
214272,Neumann University,Aston,PA,"Private nonprofit, 4-year or above",Private nonprofit,2018,2024,NA,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,421,0,421,NA,223,NA,NA,NA,52.96912114014252,NA,NA,Peer Institution,10,FALSE,Caldwell University Graduation Rate Peer Group
186432,Saint Peter's University,Jersey City,NJ,"Private nonprofit, 4-year or above",Private nonprofit,2009,2015,2017,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,522,0,522,190,284,288,NA,36.39846743295019,54.406130268199234,55.172413793103445,NA,Peer Institution,11,FALSE,Caldwell University Graduation Rate Peer Group
186432,Saint Peter's University,Jersey City,NJ,"Private nonprofit, 4-year or above",Private nonprofit,2010,2016,2018,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,498,0,498,193,268,277,NA,38.75502008032129,53.81526104417671,55.62248995983936,NA,Peer Institution,11,FALSE,Caldwell University Graduation Rate Peer Group
186432,Saint Peter's University,Jersey City,NJ,"Private nonprofit, 4-year or above",Private nonprofit,2011,2017,2019,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,412,0,412,158,223,229,NA,38.349514563106794,54.12621359223301,55.582524271844655,NA,Peer Institution,11,FALSE,Caldwell University Graduation Rate Peer Group
186432,Saint Peter's University,Jersey City,NJ,"Private nonprofit, 4-year or above",Private nonprofit,2012,2018,2020,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,390,0,390,129,195,198,NA,33.07692307692307,50,50.76923076923077,NA,Peer Institution,11,FALSE,Caldwell University Graduation Rate Peer Group
186432,Saint Peter's University,Jersey City,NJ,"Private nonprofit, 4-year or above",Private nonprofit,2013,2019,2021,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,605,0,605,285,360,366,NA,47.107438016528924,59.50413223140496,60.49586776859505,NA,Peer Institution,11,FALSE,Caldwell University Graduation Rate Peer Group
186432,Saint Peter's University,Jersey City,NJ,"Private nonprofit, 4-year or above",Private nonprofit,2014,2020,2022,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,581,3,578,245,319,332,NA,42.38754325259516,55.19031141868512,57.43944636678201,NA,Peer Institution,11,FALSE,Caldwell University Graduation Rate Peer Group
186432,Saint Peter's University,Jersey City,NJ,"Private nonprofit, 4-year or above",Private nonprofit,2015,2021,2023,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,567,0,567,266,330,336,NA,46.913580246913575,58.201058201058196,59.25925925925925,NA,Peer Institution,11,FALSE,Caldwell University Graduation Rate Peer Group
186432,Saint Peter's University,Jersey City,NJ,"Private nonprofit, 4-year or above",Private nonprofit,2016,2022,2024,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,626,0,626,315,377,386,NA,50.319488817891376,60.22364217252396,61.66134185303515,NA,Peer Institution,11,FALSE,Caldwell University Graduation Rate Peer Group
186432,Saint Peter's University,Jersey City,NJ,"Private nonprofit, 4-year or above",Private nonprofit,2017,2023,NA,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,651,0,651,NA,411,NA,NA,NA,63.133640552995395,NA,NA,Peer Institution,11,FALSE,Caldwell University Graduation Rate Peer Group
186432,Saint Peter's University,Jersey City,NJ,"Private nonprofit, 4-year or above",Private nonprofit,2018,2024,NA,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,562,0,562,NA,327,NA,NA,NA,58.18505338078291,NA,NA,Peer Institution,11,FALSE,Caldwell University Graduation Rate Peer Group
193399,University of Mount Saint Vincent,Bronx,NY,"Private nonprofit, 4-year or above",Private nonprofit,2009,2015,2017,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,390,0,390,131,207,210,NA,33.589743589743584,53.07692307692308,53.84615384615385,NA,Peer Institution,12,FALSE,Caldwell University Graduation Rate Peer Group
193399,University of Mount Saint Vincent,Bronx,NY,"Private nonprofit, 4-year or above",Private nonprofit,2010,2016,2018,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,377,0,377,147,208,212,NA,38.9920424403183,55.172413793103445,56.233421750663126,NA,Peer Institution,12,FALSE,Caldwell University Graduation Rate Peer Group
193399,University of Mount Saint Vincent,Bronx,NY,"Private nonprofit, 4-year or above",Private nonprofit,2011,2017,2019,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,439,0,439,165,237,239,NA,37.58542141230068,53.98633257403189,54.441913439635535,NA,Peer Institution,12,FALSE,Caldwell University Graduation Rate Peer Group
193399,University of Mount Saint Vincent,Bronx,NY,"Private nonprofit, 4-year or above",Private nonprofit,2012,2018,2020,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,486,0,486,161,250,251,NA,33.1275720164609,51.440329218106996,51.64609053497943,NA,Peer Institution,12,FALSE,Caldwell University Graduation Rate Peer Group
193399,University of Mount Saint Vincent,Bronx,NY,"Private nonprofit, 4-year or above",Private nonprofit,2013,2019,2021,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,386,0,386,120,192,193,NA,31.088082901554404,49.740932642487046,50,NA,Peer Institution,12,FALSE,Caldwell University Graduation Rate Peer Group
193399,University of Mount Saint Vincent,Bronx,NY,"Private nonprofit, 4-year or above",Private nonprofit,2014,2020,2022,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,516,0,516,220,323,328,NA,42.63565891472868,62.5968992248062,63.565891472868216,NA,Peer Institution,12,FALSE,Caldwell University Graduation Rate Peer Group
193399,University of Mount Saint Vincent,Bronx,NY,"Private nonprofit, 4-year or above",Private nonprofit,2015,2021,2023,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,321,0,321,111,181,183,100,34.57943925233645,56.38629283489096,57.009345794392516,31.15264797507788,Peer Institution,12,FALSE,Caldwell University Graduation Rate Peer Group
193399,University of Mount Saint Vincent,Bronx,NY,"Private nonprofit, 4-year or above",Private nonprofit,2016,2022,2024,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,436,0,436,185,249,254,83,42.43119266055046,57.11009174311926,58.256880733944946,19.03669724770642,Peer Institution,12,FALSE,Caldwell University Graduation Rate Peer Group
193399,University of Mount Saint Vincent,Bronx,NY,"Private nonprofit, 4-year or above",Private nonprofit,2017,2023,NA,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,448,0,448,NA,256,NA,79,NA,57.14285714285714,NA,17.633928571428573,Peer Institution,12,FALSE,Caldwell University Graduation Rate Peer Group
193399,University of Mount Saint Vincent,Bronx,NY,"Private nonprofit, 4-year or above",Private nonprofit,2018,2024,NA,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,410,0,410,NA,233,NA,145,NA,56.82926829268292,NA,35.36585365853659,Peer Institution,12,FALSE,Caldwell University Graduation Rate Peer Group
150534,University of Evansville,Evansville,IN,"Private nonprofit, 4-year or above",Private nonprofit,2009,2015,2017,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,696,0,696,403,475,477,NA,57.90229885057471,68.24712643678161,68.53448275862068,NA,Peer Institution,13,FALSE,Caldwell University Graduation Rate Peer Group
150534,University of Evansville,Evansville,IN,"Private nonprofit, 4-year or above",Private nonprofit,2010,2016,2018,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,683,0,683,398,469,471,NA,58.27232796486091,68.66764275256223,68.96046852122987,NA,Peer Institution,13,FALSE,Caldwell University Graduation Rate Peer Group
150534,University of Evansville,Evansville,IN,"Private nonprofit, 4-year or above",Private nonprofit,2011,2017,2019,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,622,0,622,384,444,447,131,61.7363344051447,71.38263665594855,71.86495176848875,21.061093247588424,Peer Institution,13,FALSE,Caldwell University Graduation Rate Peer Group
150534,University of Evansville,Evansville,IN,"Private nonprofit, 4-year or above",Private nonprofit,2012,2018,2020,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,518,0,518,348,383,385,NA,67.18146718146718,73.93822393822393,74.32432432432432,NA,Peer Institution,13,FALSE,Caldwell University Graduation Rate Peer Group
150534,University of Evansville,Evansville,IN,"Private nonprofit, 4-year or above",Private nonprofit,2013,2019,2021,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,540,0,540,299,368,373,125,55.37037037037037,68.14814814814815,69.07407407407408,23.14814814814815,Peer Institution,13,FALSE,Caldwell University Graduation Rate Peer Group
150534,University of Evansville,Evansville,IN,"Private nonprofit, 4-year or above",Private nonprofit,2014,2020,2022,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,529,0,529,292,352,355,129,55.19848771266541,66.5406427221172,67.10775047258979,24.38563327032136,Peer Institution,13,FALSE,Caldwell University Graduation Rate Peer Group
150534,University of Evansville,Evansville,IN,"Private nonprofit, 4-year or above",Private nonprofit,2015,2021,2023,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,515,0,515,301,356,359,116,58.44660194174758,69.12621359223301,69.70873786407768,22.52427184466019,Peer Institution,13,FALSE,Caldwell University Graduation Rate Peer Group
150534,University of Evansville,Evansville,IN,"Private nonprofit, 4-year or above",Private nonprofit,2016,2022,2024,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,534,0,534,297,345,350,122,55.61797752808989,64.60674157303372,65.54307116104869,22.846441947565545,Peer Institution,13,FALSE,Caldwell University Graduation Rate Peer Group
150534,University of Evansville,Evansville,IN,"Private nonprofit, 4-year or above",Private nonprofit,2017,2023,NA,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,440,0,440,NA,313,NA,86,NA,71.13636363636363,NA,19.545454545454547,Peer Institution,13,FALSE,Caldwell University Graduation Rate Peer Group
150534,University of Evansville,Evansville,IN,"Private nonprofit, 4-year or above",Private nonprofit,2018,2024,NA,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,496,0,496,NA,321,NA,120,NA,64.71774193548387,NA,24.193548387096776,Peer Institution,13,FALSE,Caldwell University Graduation Rate Peer Group
197197,Wagner College,Staten Island,NY,"Private nonprofit, 4-year or above",Private nonprofit,2009,2015,2017,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,520,9,511,282,330,332,NA,55.18590998043052,64.57925636007828,64.9706457925636,NA,Peer Institution,14,FALSE,Caldwell University Graduation Rate Peer Group
197197,Wagner College,Staten Island,NY,"Private nonprofit, 4-year or above",Private nonprofit,2010,2016,2018,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,483,0,483,307,325,325,NA,63.56107660455487,67.28778467908903,67.28778467908903,NA,Peer Institution,14,FALSE,Caldwell University Graduation Rate Peer Group
197197,Wagner College,Staten Island,NY,"Private nonprofit, 4-year or above",Private nonprofit,2011,2017,2019,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,470,0,470,294,330,330,112,62.5531914893617,70.2127659574468,70.2127659574468,23.829787234042556,Peer Institution,14,FALSE,Caldwell University Graduation Rate Peer Group
197197,Wagner College,Staten Island,NY,"Private nonprofit, 4-year or above",Private nonprofit,2012,2018,2020,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,426,0,426,253,294,296,132,59.38967136150235,69.01408450704226,69.48356807511738,30.985915492957744,Peer Institution,14,FALSE,Caldwell University Graduation Rate Peer Group
197197,Wagner College,Staten Island,NY,"Private nonprofit, 4-year or above",Private nonprofit,2013,2019,2021,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,430,0,430,301,301,311,NA,70,70,72.32558139534883,NA,Peer Institution,14,FALSE,Caldwell University Graduation Rate Peer Group
197197,Wagner College,Staten Island,NY,"Private nonprofit, 4-year or above",Private nonprofit,2014,2020,2022,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,441,0,441,295,320,322,NA,66.89342403628117,72.56235827664399,73.01587301587301,NA,Peer Institution,14,FALSE,Caldwell University Graduation Rate Peer Group
197197,Wagner College,Staten Island,NY,"Private nonprofit, 4-year or above",Private nonprofit,2015,2021,2023,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,414,0,414,262,288,297,17,63.28502415458937,69.56521739130434,71.73913043478261,4.1062801932367154,Peer Institution,14,FALSE,Caldwell University Graduation Rate Peer Group
197197,Wagner College,Staten Island,NY,"Private nonprofit, 4-year or above",Private nonprofit,2016,2022,2024,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,440,0,440,250,266,274,165,56.81818181818182,60.45454545454545,62.272727272727266,37.5,Peer Institution,14,FALSE,Caldwell University Graduation Rate Peer Group
197197,Wagner College,Staten Island,NY,"Private nonprofit, 4-year or above",Private nonprofit,2017,2023,NA,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,430,0,430,NA,293,NA,133,NA,68.13953488372093,NA,30.930232558139537,Peer Institution,14,FALSE,Caldwell University Graduation Rate Peer Group
197197,Wagner College,Staten Island,NY,"Private nonprofit, 4-year or above",Private nonprofit,2018,2024,NA,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,416,0,416,NA,271,NA,114,NA,65.14423076923077,NA,27.403846153846157,Peer Institution,14,FALSE,Caldwell University Graduation Rate Peer Group
216807,Westminster College,New Wilmington,PA,"Private nonprofit, 4-year or above",Private nonprofit,2009,2015,2017,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,451,0,451,286,316,316,NA,63.41463414634146,70.06651884700665,70.06651884700665,NA,Peer Institution,15,FALSE,Caldwell University Graduation Rate Peer Group
216807,Westminster College,New Wilmington,PA,"Private nonprofit, 4-year or above",Private nonprofit,2010,2016,2018,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,402,0,402,250,286,288,57,62.189054726368155,71.14427860696517,71.64179104477611,14.17910447761194,Peer Institution,15,FALSE,Caldwell University Graduation Rate Peer Group
216807,Westminster College,New Wilmington,PA,"Private nonprofit, 4-year or above",Private nonprofit,2011,2017,2019,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,361,0,361,215,251,251,NA,59.556786703601105,69.52908587257618,69.52908587257618,NA,Peer Institution,15,FALSE,Caldwell University Graduation Rate Peer Group
216807,Westminster College,New Wilmington,PA,"Private nonprofit, 4-year or above",Private nonprofit,2012,2018,2020,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,326,0,326,196,237,237,NA,60.122699386503065,72.69938650306749,72.69938650306749,NA,Peer Institution,15,FALSE,Caldwell University Graduation Rate Peer Group
216807,Westminster College,New Wilmington,PA,"Private nonprofit, 4-year or above",Private nonprofit,2013,2019,2021,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,310,0,310,185,217,219,NA,59.67741935483871,70,70.64516129032258,NA,Peer Institution,15,FALSE,Caldwell University Graduation Rate Peer Group
216807,Westminster College,New Wilmington,PA,"Private nonprofit, 4-year or above",Private nonprofit,2014,2020,2022,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,285,0,285,171,203,205,NA,60,71.2280701754386,71.9298245614035,NA,Peer Institution,15,FALSE,Caldwell University Graduation Rate Peer Group
216807,Westminster College,New Wilmington,PA,"Private nonprofit, 4-year or above",Private nonprofit,2015,2021,2023,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,294,0,294,194,214,214,40,65.98639455782312,72.78911564625851,72.78911564625851,13.60544217687075,Peer Institution,15,FALSE,Caldwell University Graduation Rate Peer Group
216807,Westminster College,New Wilmington,PA,"Private nonprofit, 4-year or above",Private nonprofit,2016,2022,2024,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,370,0,370,212,230,232,NA,57.2972972972973,62.16216216216216,62.70270270270271,NA,Peer Institution,15,FALSE,Caldwell University Graduation Rate Peer Group
216807,Westminster College,New Wilmington,PA,"Private nonprofit, 4-year or above",Private nonprofit,2017,2023,NA,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,331,0,331,NA,218,NA,1,NA,65.86102719033232,NA,0.3021148036253776,Peer Institution,15,FALSE,Caldwell University Graduation Rate Peer Group
216807,Westminster College,New Wilmington,PA,"Private nonprofit, 4-year or above",Private nonprofit,2018,2024,NA,"First-time, full-time degree/certificate-seeking students",Bachelor's degree-seeking cohort,347,0,347,NA,224,NA,NA,NA,64.55331412103746,NA,NA,Peer Institution,15,FALSE,Caldwell University Graduation Rate Peer Group
